title_fa,title_en,open_jobs,category,company_size,company_site,year
هوشيار , Hooshyar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,Hooshyar.co,None
گروه امنیتی و تبلیغاتی اینستاگرام , Instagram Security Team,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,robot.instasecurity.ir,None
مایکرومینگ , MicroMing,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
آریواس , Ariwas,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.ariwas.com,None
پژوهش نگاران عصر دانایی , PNAD,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مهندسین مشاور پی آیند اکنون , Pey Ayand Aknoon Consulting Engineering,۰,معماری و عمران,۲ - ۱۰ نفر,seg.groups@gmail.com,None
مهام اندیشان , Maham Andishan,۰,بیمه,۲ - ۱۰ نفر,bimic.ir,None
زاستر کریستال , Zaster crystal,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
تجهیز پرتو  , Tajhiz Parto,۰,واردات و صادرات,۲ - ۱۰ نفر,Www.itparto.com,None
موسسه ملاصدرا , Mollasadra,۰,وکالت و حقوقی,۵۱ تا ۲۰۰ نفر,ssmm.ir,None
شرکت تولیدی صد صنعت , SadSanat,۰,تولید و صنایع,۵۱ تا ۲۰۰ نفر,sadsanat.com,None
گروه نرم افزاری هوشمند فرنام , HOOSHMAND FARNAM,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
خانه آترین , Atrin home,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
کوالا , Qualla,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,qualla.ir,None
وب سایت نخ سوزن , Nakhsoozan,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,nakhsoozan.com/,None
میناگران برنا  , Minagarane Borna,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.dishdal.ir,None
یونیتک , Unitech,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.uniqtechco.com,None
تهران صنعت , Tehran-Sanat,۰,تولید و صنایع,۲ - ۱۰ نفر,Www.tehransanat.com,None
تکران مبرد(ایستکول) , Takran Mobarred (Eastcool),۰,تولید و صنایع,۲۰۱ تا ۵۰۰ نفر,None,None
بیمه دانا کد 486 , Bime Dana Code 486,۰,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,None,None
مبنا فن , Mabna fan,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,mabnafan.com,None
آسان راه البرز , AsanRahAlborz,۰,حمل و نقل، لاجستیک و انبارداری,۵۱ تا ۲۰۰ نفر,www.asanrah.com,None
تورنگ چاپ , Toorang Print,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,ToorangPrint.com,None
مهندسی مدبران فناوری پاسارگاد , Modaberan Fanavari Pasardgad Engineering,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
کالارسان دیجیتال , Kala Resan Digital,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آکادمی چرخ , Charkh Academy,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,charkhacademy.com/,None
کانون یادگیری فردا , CYFCo,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,cyfco.ir,None
موسسه فرهنگی هنری کوزه نقشه و نگار , Koozeh Naghsho Negar,۰,فرهنگی و ورزشی,۲ - ۱۰ نفر,None,None
 سیمدیکس , Simedix,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,simedix.co,None
جای باش , jaibash,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آیتان , Aytan,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
آراد پنجره ایرانیان , Arad Panjere Iranian,۰,معماری و عمران,۱۱ تا ۵۰ نفر,aradpanjere.com,None
گروه تخصصی بهین گیمز , Behin Games,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
سی پل , Cpol,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
گيزا ديزايين , Giza Design,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
گروه نرم افزاری کاسپین , Caspian,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ماوی , Mavi,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,pvcmavi.ir,None
البرز داده سحر , Alborz Dadeh Sahar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,landing.alborzdsp.co,None
گروه مشاوره حیدری , Mohasselha,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,Mohasselha.ir,None
آریان سافت , Ariyan Soft,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,AriyanSoft.ir,None
ماهنامه مهندسی پزشکی , Med and lab Engineering Magazine,۰,رسانه و انتشارات,۲ - ۱۰ نفر,None,None
آوا پارسيان , Ava Parsian,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,Avpars.com,None
موسسه اعزام دانجشو امین دانشجو پاسارگاد , Visa118,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,visa118.com,None
گروه آموزشی آریانا , Ariana Group,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.arianagroup.org,None
کارآفرینان پویان درمان ایرانیان , 1000 Khadamat,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,1000khadamat.ir,None
ویوان وستا  , vivan vesta,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
ایده پردازان نوین مشیز , Idepardazan,۰,سرمایه‌گذاری و تحلیل کسب‌وکار,۱۱ تا ۵۰ نفر,None,None
پویا پردازان , Pooya Pardazan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مرکز تخصصی تضمین آینده , Tazmin Ayande,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,www.goodbusiness.ir,None
كارگزاری بيمه نمایندگی 1076 , Insurance Brokerage,۰,بیمه,۱۱ تا ۵۰ نفر,None,None
توسعه خط لوله هامون , Hapico,۰,معماری و عمران,۵۱ تا ۲۰۰ نفر,www.hapico.ir,None
سفرون , Safron,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آیروشاد , Iroshad,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
فن آوران ایده نگار هامون , Fanin Hamoon,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,paroshat.com,None
مزه پزه , Mazze Paze,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کانون آگهی و تبلیغات آفرینش , Afarinesh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کوییکی , Quicki,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,quicki.ir,None
موسسه خیریه ارمغان شکوفه ها , Armaghan,۰,سازمان‌های مردم‌نهاد (NGO),۲ - ۱۰ نفر,www.armaghancharity.ir,None
رایا بنیان , Raya Bonyan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آرته , Arte,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
فیلود , Faylod,۰,رسانه و انتشارات,۱۱ تا ۵۰ نفر,faylod.com,None
ناپرولیتی , Naprolity,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.mehrdadnaderi.com/,None
صنایع پلاستیک آریا , Aria plastic industries,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.hydroflume.com,None
آفاق سير ابريشم , Afagh Seir Abrisham,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
راسپینا , raspina,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.raspinacloud.ir,None
این تکنیک , InTechnic,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,intechnic.ir,None
نیکمهر عمرانی , Nikmehr Omrani,۰,واردات و صادرات,۱۱ تا ۵۰ نفر,www.omranigroup.com,None
پارس دلتا , Pars Delta,۰,نیرو,۲ - ۱۰ نفر,www.pars-delta.com,None
الگوریتم ایران الکترونیک , Electronic Iran Algorithm,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
شید  , Shadesand Designs,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
تهران کامپیوتر , Tehran Computer,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مهر آشکار گستر , Mehr Ashkar Gostar,۰,واردات و صادرات,۱۱ تا ۵۰ نفر,None,None
پارس آرای , Parsaray,۰,واردات و صادرات,۱۱ تا ۵۰ نفر,www.parsaray.com,None
گروه مشاوران املاک بزرگ پاستور , Pastor22 Real Estate,۰,املاک و مستغلات,۱۱ تا ۵۰ نفر,pastor22.com,None
سیدوک , Siduk,۰,وکالت و حقوقی,۱۱ تا ۵۰ نفر,www.sidook.ir,None
نقره اصفهان , Esfahan Silver,۰,کالای مصرفی و خوراکی,۲ - ۱۰ نفر,None,None
وهو , Weho,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,weho.ir,None
وب گستران افق , Horizon Web Developers,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,developersltd.com,None
روبل , Roble,۰,غذا و رستوران‌ها,۱۱ تا ۵۰ نفر,None,None
نادیتک , Naditek,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.naditek.com,None
ملیوان , Melivan,۰,تولید و صنایع,۲ - ۱۰ نفر,melivan.ir,None
حمل و نقل اقبال بار , Eghbal Bar,۰,سرمایه‌گذاری و تحلیل کسب‌وکار,۲ - ۱۰ نفر,None,None
گروه نوین درامد اسپادانا , Novin Daramad Spadana Group,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۰۱ تا ۱۰۰۰ نفر,easymoneymaker.ir/,None
فروشگاه 361 , 361 Store,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,www.sunsport.shop/,None
فام , Fam,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مرکز تجاری اپال , Opal Trade Center,۰,غذا و رستوران‌ها,۵۱ تا ۲۰۰ نفر,www.opaltradecenter.com,None
بلیط دات کام , Bilit,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.Bilit.com,None
آنیا  , Anyaco,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,anyaco.ir,None
ساینو پارت , Sinopart,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
موسسه خیریه متوسلین به امام رضا علیه السلام , Ereza Charity,۰,سازمان‌های مردم‌نهاد (NGO),۱۱ تا ۵۰ نفر,ercharity.ir,None
موسسه آموزشی آوای ماندگار مایا , Maya,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
تولید محتوا کریت , Creeate Contentor,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آپادانا , Apadana,۰,رسانه و انتشارات,۲ - ۱۰ نفر,parsan.ir,None
تعالی اندیش راه دانش , Taali Andish Rah Danesh,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,taalidanesh.com,None
مؤسسه حسابداری کسب و کار شیده , shideh,۰,مالی و اعتباری,۲ - ۱۰ نفر,None,None
موسسه تام , Tam,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.iranexpert.ir,None
خانه کامل , Full House,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
نقش آزاد , naghshazad,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,www.naghshazad.ir,None
فریکت , Freeket,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
بازرگاني بين المللي زرين عهد بهار , Zarin Ahde Bahar,۰,سرمایه‌گذاری و تحلیل کسب‌وکار,۲ - ۱۰ نفر,zarinahd.com,None
پرتو تلکام , Parto Telecom,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.partotelecom.ir/,None
زرافشان سیر , Zarafshan Seir,۰,گردشگری و هتل‌ها,۲ - ۱۰ نفر,None,None
آواگستر  , Avagostar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
دیجی کاتالوگ , DG Datalog,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.dgcatalog.com,None
رهاب سازه , Rahab Sazeh,۰,معماری و عمران,یک نفر (من),None,None
کلینیک زیبائی آروشا , Aroosha Clinic,۰,خدمات درمانی، پزشکی و سلامت,۵۱ تا ۲۰۰ نفر,arooshaclinic.com,None
پردازش اطلاعات مالی نواندیشان افزار , Noandishan Afzar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,noandishanafzar.com/,None
کو برند , Co Brand,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.cobrand.ir,None
گالری آمایش , Amayesh Gallery,۰,رسانه و انتشارات,۲ - ۱۰ نفر,None,None
مای کیچن , My Kitchen,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,www.mykitchenco.com,None
اندیشه مدیریت بازارگستران آتی , A MBA,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
نمایندگی بیمه ملت کد 7694 , Melat Code 7694,۰,بیمه,۱۱ تا ۵۰ نفر,None,None
های مد تریپ , Hi Med Trip,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
فلق رایان , Falagh Rayan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آرین تدبیر تجارت و فناوری سیوان , Sivaan Trade and Technology,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,inify.ir/,None
طراحی سایت پالت , Palette Webdesign,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,palette-webdesign.ir/,None
رهاورد دانش پزشکی , Rahaward Danesh Pezeshki,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,rahaward-dp.co.ir/,None
گرما الکتریک , Garma Electric Co,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.garmaelectric.ir,None
نرم افزار حسابداری فرداد , Fardad Group,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.fardadgroup.com/employment/,None
رهپویان 7  , Rahpoyan7,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,www.7salescoaching.com,None
نی نی مانلی , Nini Maneli,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,www.ninimaneli.com,None
فراتك علم و هنر افق , Faratec,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کهکشان کلان داده  , DataGalaxy,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,datagalaxy.co/,None
نیروانا تجارت پاسارگاد , Nirvana Tejarat Pasargad,۰,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
رایانه همراه , Rayanehamrah,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
فروشگاه آرک  , Ark,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,furniland.ir,None
118 , Yek118,۰,تبلیغات، بازاریابی و برندسازی,۲۰۱ تا ۵۰۰ نفر,yek18.com,None
اندیشه آوران , Andisheh Avaran,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بهین توسعه فرآیند هماهنگ , Behin Tosee Farayand Hamahang,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
فولاداستن , Folad sten,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
تهران قوطی , Tehran Ghooti,۰,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
سیف سامانه , Safe Samaneh,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
تکین گل , Takingol,۰,کالای مصرفی و خوراکی,۲ - ۱۰ نفر,www.arezi.ir,None
سازمان معتبر نیمه دولتی , Public IT,۰,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,None,None
امداد درب , Emdad,۰,نیرو,۲ - ۱۰ نفر,None,None
خانه هوشمند پارادایس , Paradise Smart Home,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,smartparadise.ir,None
پیگو , PIGO,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.PIGOco.com,None
احسان طب پارسیان , Ehsantebparsian,۰,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,Etpco.ir,None
داده پردازی پندار سیستم , Pendar System,۰,کامپیوتر، فناوری اطلاعات و اینترنت,یک نفر (من),None,None
مدیریت توسعه پایدار , Sustainable Development Management,۰,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
باشگاه کوهنوردی کیاوش , Kiavash Club,۰,فرهنگی و ورزشی,۲ - ۱۰ نفر,None,None
خدمات ایرانی , All Iran Services,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,alliranservices.com,None
باکوت , Bakoot,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.bakoot.com,None
تدا , teda,۰,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,teda.ir,None
پرکت , PRACT,۰,وکالت و حقوقی,۲ - ۱۰ نفر,www.practco.com,None
نیک طب پردیس , Nik Teb Pardis,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,www.niktebpardis.com,None
اردیبهشت استودیو , Ordibehesht Studio,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
آموزشگاه هنرهای تجسمی زیما , Zima Art House,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,zimaarthouse.com,None
گروه کاما , Kama Group,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
تندیس پرداز , Tandis Pardaz,۰,تولید و صنایع,۲ - ۱۰ نفر,tandispardazco.com,None
مهر آذین پویا سهند , MAPS Co ( Mehr Azin Pouya Sahand),۰,تولید و صنایع,۲ - ۱۰ نفر,www.maps-co.com,None
برج مجلل یاس , Yas Tower,۰,فرهنگی و ورزشی,۱۱ تا ۵۰ نفر,yastower.ir,None
مجتمع فنی تهران ونک نارمک , Tehran Institute of Technology,۰,آموزش، مدارس و دانشگاه‌ها,۱۱ تا ۵۰ نفر,www.mftvanak.com,None
ویرا صنعت پارسه , Vspitc,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,vspict.ir,None
کوئیزشن , QuizTion,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
گلدن ترید لند , Golden Trade Land,۰,واردات و صادرات,۱۱ تا ۵۰ نفر,www.gtland.com.tr,None
توسعه فناوری پیرو شکوفا , Payrow,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,payrow.ir,None
کاسپین ترخیص ماهان , Caspian,۰,واردات و صادرات,۲ - ۱۰ نفر,None,None
شرکت فرابورس ایران , Farabours,۰,مالی و اعتباری,۵۱ تا ۲۰۰ نفر,ifb.ir,None
بتن سبحان , Sobhan Beton,۰,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
بعد چهارم افرنگ , Bode Chaharome Afrang,۰,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,None,None
هشتینک , Hashthink,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,hashthink.com,None
تهران تک , Tehran Tak,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
بینشگران , Sunven,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پورتفیلی , Portfili,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,portfili.com/,None
نعنا پونه , Naana Poone,۰,غذا و رستوران‌ها,۲ - ۱۰ نفر,None,None
کاماپوستر , Kama Poster,۰,معماری و عمران,۲ - ۱۰ نفر,www.kamaposter.com,None
فناوران پیام حنان , Payam Hannan Information Technology,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,fanavar.co,None
تاسیسات ماهور , Mahour,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
دهکده پرواز , Dehkade Parvaz,۰,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,hehkadeparvaz.com,None
مسیر آفرینان پارس , Masir Afarinan Pars,۰,وکالت و حقوقی,۲ - ۱۰ نفر,www.masirafarinanpars.com,None
توسعه گران نرم افزار آذربایجان , Tosegaran Narmafzar Azarbaijan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
طراحی وب اکو , Eco Starters,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,ecostarters.ir,None
مجله ایشیق , Ishiq Magazine,۰,رسانه و انتشارات,۱۱ تا ۵۰ نفر,www.ishiq.ir,None
 دنيس درمان , Denis Darman,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
سازمان مهاجرتی مهران حلوی , Unican Immigration,۰,وکالت و حقوقی,۱۱ تا ۵۰ نفر,halavi.ca/,None
حلیم نیشابوری عطار , Halim Neyshaboori Attar,۰,غذا و رستوران‌ها,۲ - ۱۰ نفر,www.halimattar.com,None
کارخانه کفش نیکان , Nikan Shoe Factory,۰,تولید و صنایع,۵۱ تا ۲۰۰ نفر,www.nikanshoe.com,None
فراماشین , Faramachine Company,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.faramachine.com,None
زرین پیکسل , Zarin Pixel,۰,کامپیوتر، فناوری اطلاعات و اینترنت,یک نفر (من),zarinpixel.com,None
وکبیتی , Vocabeaty,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
نوآوران فراسرما , Ultra Chili Businwws Innovators,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
روبیک گیمز , Rubic Games,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.rubicgames.com,None
تایسیز , Thaisiz,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
خانه پوست و موی گیشا , Gisha Skin Clinic,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,www.GishaSkinClinic.com,None
مطب دندانپزشکی دکتر پورمطلب , Dream Smile,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
جعبه آبی , Blue Box Games,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بامداد , Bamdad,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,bamdadsoft.com,None
هایپر کندو , Hyper Kando,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
میانبر , Meyanbor,۰,سرمایه‌گذاری و تحلیل کسب‌وکار,۲ - ۱۰ نفر,meyanbor.com,None
کارگزاری1241 بیمه مرکزی , Insurance Broker,۰,بیمه,۲ - ۱۰ نفر,None,None
دفینه , Dafineh,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
فن آوری های نوین پارس , Temptation Keeper lda,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.builtrix.tech,None
میزبان داده شتابان , Shetaban Host,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,Shetabahost.com,None
آونگ ایمیل , Avang Email,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,avangemail.com,None
هشکده , Hashkade,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.hashkade.ir,None
زرین ایگل , Zarrin Eagle,۰,کالای مصرفی و خوراکی,۵۱ تا ۲۰۰ نفر,None,None
ایران کانادا , Iran Canada,۰,گردشگری و هتل‌ها,۲ - ۱۰ نفر,www.irancanada.cc,None
موسسه حقوقی رویای آبی رها , Blue Apply,۰,وکالت و حقوقی,۲ - ۱۰ نفر,www.blueapply.ir,None
سامانه حساب مروارید , Samaneh Hesab Morvarid,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,ssmorvarid.ir,None
خلاق اندیشان جوان , Khalagh Andishan Javan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ترنج , Toranj,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.toranjinotec.com,None
بازرگانی اسکدار , Scodar Engineering Trading Company,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
فی ناب پلاس , Fi Nabplus,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
رایان پرداز سیستم , Rayan Pardaz System,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آذینرو , Azinro,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,azinro.com,None
خدماتی پندار موج نو , Moje No,۰,نیرو,۵۱ تا ۲۰۰ نفر,mojeno-co.com,None
تجارت بدون مرز , Tejarat Bedoone Marz,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
درس گراف , Dars Graph,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ای تی بی , ITBFX,۰,مالی و اعتباری,۱۱ تا ۵۰ نفر,itbfx.com,None
کارگزاری آبان , Aban Brokerage Co,۰,مالی و اعتباری,۵۱ تا ۲۰۰ نفر,www.aban.net,None
مدیریت فردا اندیشه آرنا , Modiriat Farda,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
آیسان مهر البرز , Aysan Mehr Alborz,۰,تولید و صنایع,۵۱ تا ۲۰۰ نفر,aysanmehr.com,None
