title_fa,title_en,open_jobs,category,company_size,company_site,year
سندشیر , Sand Share,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.sandshare.com,None
اروین شیمی آزما , Ervin Shimi Azma,۰,نفت و گاز,۲ - ۱۰ نفر,None,None
شکلات , Chocolate,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,www.instagram.com/chocolatetehran,None
مدیر گوگل , Modir Google,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,Www.ModireGoogle.com,None
هاگنیت , Hagnit,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
چاپ رامتین  , Ramtin Printing,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,raminlitho.com,None
وب هت , Webhat,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,Webhat.ir,None
پدیده هشتاد و یک , Padide81,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,padide81.ir,None
فن آوران زندگی سبز , GLT,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.gltco.ir,None
آسان تجارت , Asan Tejarat,۰,واردات و صادرات,۱۱ تا ۵۰ نفر,Asansoor.ir,None
بازاریان نور , Bazaryaban Noor,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ایده ما , we Idea,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
پیاردو , Piardo,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
فناوری اطلاعات و ارتباطات ملل , Melal Bank,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
طنین گفتار , Tanin Goftar,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
ویستا ورنا توسعه  , Vista Vorna Tose,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
زعفران رامیشکو , Ramishko,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,www.ramishkosaffron.com,None
ایسیس , ESYS,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
طرح پردازان کویر , Tarh Pardazan Kavir,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
راهیتو , Rahito,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,rahito.com,None
طلا ساج فیدار , Saj Fidar Gold ,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
قارینپا , Qarinpa,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,qarinpa.ir,None
استودیو تینت  , Tint Studio,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
مهندسی پیشروان نرم افزار شریف , Software Poineers Of Sharif,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کاوان کالا , Kavan Kala,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
آریا پرداز رایکا(بیمه دات کام) , Bimeh.com,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,bimeh.com,None
لیدی مون , Ladymoon,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آپنوتک , Upnotech,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آرکامپ , Ar Comp,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.arcompgroup.om,None
قهوه فورى ورتو , Verato,۰,کالای مصرفی و خوراکی,۲ - ۱۰ نفر,None,None
گروه مشاورین حقوق اقتصادی , Hoghoogh Eghtesadi,۰,وکالت و حقوقی,۲ - ۱۰ نفر,None,None
کاستومرباکس , Customer Box,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,customerbox.ir,None
فريدولين , Feridolin,۰,تولید و صنایع,۲ - ۱۰ نفر,www.feridolin.com,None
جاما , Jaamaa,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,jaamaa.com,None
وب سافت , Web Soft,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
سامان سرمایه  , Saman Sarmaye,۰,مخابرات و ارتباطات (تلکام),۱۱ تا ۵۰ نفر,sshc.ir,None
بیمه ما کد نمایندگی 1976 , Bimeh Ma,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
ویرانوین ارتفاع , Vira Novin,۰,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,None,None
نیرو آفرینان پاسارگاد , Niroafarinan Pasargad,۰,تولید و صنایع,۲ - ۱۰ نفر,niroafarinan.com,None
هورتن , Hoortan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
نوین وبمسترز , Novin Webmasters,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
صنایع روشنایی آباریس , Abaris,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
پلوینو (مرکز نوآوری بهسازان فردا) , Polwinno,۰,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,None,None
حسابداران برتر , Hesabdaran Bartar,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,www.bestaccir.com,None
آپارنیک , Aparnic,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,724belit.ir,None
فناوران پایا پرداز , Fanavaran Paya Pardaz,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
وب نور , Web Nour,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,webnour.ir,None
آتی ساخت , Ati Sakht,۰,معماری و عمران,یک نفر (من),Pbas.ir,None
بازی تون , Bazitoon,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,Bazitoon.com,None
آرامیس , Aramis,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
میز تریپ , Maze Trip,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,mazetrip.ir,None
حامی , Hami,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
پلی استیشن بازار , Playstation Bazar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,playstationbazar.com,None
کارادمی , Karademy,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,karademy.ir,None
شکوه تجارت صدف , Shokoh Tejarat Sadaf,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
مبتکر , Mobtaker,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
راد شیمی البرز , Rad Chemi Alborz,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,radchemi.com,None
کفش پارسه  , Parseh,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
آسا پلاست ایران(پروفیل قاب عکس صادقی) , ASA Plast Iran,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,ASAPLAST-IRAN.IR,None
صنایع دستی پرنیا , Parnia,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.niyaco.com,None
20 دکور , 20Decor,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.20decor.com,None
حامی , HAMI,۰,املاک و مستغلات,۱۱ تا ۵۰ نفر,None,None
تحلیل توسعه ارتباط فردا , Future IT Analysis & Implement,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مانادو , ManaDev,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.ManaDev.ir,None
پژوهشکده فناوری و اطلاعات دانشگاه تربیت مدرس , TMUIT,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
گروه نرم افزاری آریو , Ariou Software Group,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کتابچی , Ketabchi,۰,رسانه و انتشارات,۲ - ۱۰ نفر,ketabchi.org,None
تجارت الکترونیک امن موج  , Amn Moj ,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,amnmoj.com,None
لیمون , Lemon,۰,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,None,None
توسعه نرم افزاری پاسخ , Solution Corp,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ترنم سپهر , Taranom Sepehr,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پارس حیان  , Pars Hayan,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
اسپادانا ,  Espadana,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
فن آوران ایمن آریا , ASIT,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ایران درخت , Iran Derakht,۰,کشاورزی,۲ - ۱۰ نفر,iranderakht.com,None
نوآوران آینده وب , Noavarn Ayandeh Web,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کاردان , Kardan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
نيک پخش , Nik Pakhsh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
آینه رویای شما , Airosha,۰,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
اسپاد , Aspad,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
تبلیغاتی بومرنگ , Boomrang,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
هوبره , Hoobareh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.hoobareh.com,None
وب پن تست , Web Pen Test,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,webpentest.ir,None
مجتمع علوم نوین صفریک , SefrYek Academy,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
سیمیندخت , Simindokht,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,isimindokht.com,None
رهام مهاجر , Roham Mohajer,۰,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,None,None
پیام گستر امید ایرانیان , PGS CO,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
پویندگان دانش پارسا , Pouyandegan Danesh Parsa,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
لیمیت‌لاینز , Limit Lines,۰,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,None,None
تبسم مهر , Tabasom Mehr,۰,رسانه و انتشارات,۲ - ۱۰ نفر,tabasomemehr.ir,None
دادحساب , Dadhesab,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,dadhesab.ir,None
پارس آسیا آرون , Pars Asia Aron,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.parsaron.com,None
گدار هنر , Godar Honar,۰,رسانه و انتشارات,۲ - ۱۰ نفر,www.silk-road-festival.com,None
موسسه کنکور اسان است , Konkor Asan Ast,۰,آموزش، مدارس و دانشگاه‌ها,بیش از ۱۰۰۰ نفر,None,None
با مربی , Bamorabi,۰,فرهنگی و ورزشی,۲ - ۱۰ نفر,bamorabi.ir,None
فیکس شو , Fixsho,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.fixsho.ir,None
گوگلیت , GoogleIT,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
اسپیاس , Espiyas,۰,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,None,None
طراح یک , Tarah1,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ابر سلامت هوشمند سینا , Hamrah Doctor,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,hamrahdoctor.com,None
تکین سامانه , Takin Samane,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مسفا , Masfa,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.masfa.ir,None
اریا بتن میثاق , Aria Beton Misagh,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
مجموعه تجاری امرداد , Amordad Trading Complex,۰,غذا و رستوران‌ها,۲ - ۱۰ نفر,None,None
آریان روش وب گستر , Web Gostar ,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,webgostar.company,None
صبا میهن تل , Saba Mihan Tel,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
پارس پیرامید , Pars Pyramid,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,parspyramid.com,None
فتحی الماس , Fathi Almas,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.fathialmas.com,None
پژوهشکده فناوری ارتباطات , ITRC,۰,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,None,None
تهران پیک بادپا , Badpa,۰,حمل و نقل، لاجستیک و انبارداری,۵۱ تا ۲۰۰ نفر,www.peikebadpa.ir,None
وب سیستم ,  Web System,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
استودیو دلشید , Delshid Studio,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
موسسه حقوقی عدالت , Edalat Law Office,۰,وکالت و حقوقی,۲ - ۱۰ نفر,None,None
آریاک پرواز , Ariak Parvaz,۰,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,ariakparvaz.com,None
مدبران محاسب آریا , Modaberan Mohaseb Arya,۰,مالی و اعتباری,۲ - ۱۰ نفر,None,None
مدیرا , Modira,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
دکتر پیانو , Dr Piano,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,drpiano.ir,None
فروشگاه اینترنتی چینوپ , Chinop,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
کلینیک مشاوره آوای فرشته , Avaye Fereshteh,۰,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,avayefereshte.ir,None
پیشکسوتان کهن پرسپولیس , PK Perspolis,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
برنامه نویسان پیشتاز , Pishtaz Programers,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پارس پیلانو , Parspilano,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,parspilano.com,None
پرشین کت واک  , Persian Catwalk,۰,حمل و نقل، لاجستیک و انبارداری,۱۱ تا ۵۰ نفر,www.sizemize.ir,None
سیمارایان روز , simarayanrooz,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
داروخانه های دانشکده داروسازی علوم پزشکی تهران , Tums Pharmacy,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مدرسه سعادت آباد , Saadatabad School,۰,آموزش، مدارس و دانشگاه‌ها,۵۱ تا ۲۰۰ نفر,None,None
گروه سلولزی گلستان , Golestan,۰,تولید و صنایع,بیش از ۱۰۰۰ نفر,www.golestangroup.com,None
خانه سرمایه , khanesarmaye,۰,مالی و اعتباری,۲ - ۱۰ نفر,www.khanesarmaye.com,None
طراحان خلاق آسیا , Tarahan Khalagh Asia,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
برتر وب اندیشان , Bartar Web,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بارمان سازه , Barmansazeh,۰,معماری و عمران,۵۱ تا ۲۰۰ نفر,barmansazeh.ir,None
ایرانیان آسا , Iranian Asa,۰,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,www.iranianasa.net,None
هوشمند نگار , Hoshmand Negar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
کلینیک تخصصی پوست مو و زیبایی آراکس , Arax Beauty Clinic,۰,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,araxclinic.com,None
سالم تجارت آسیا , Salem Tejarat Asia,۰,واردات و صادرات,۱۱ تا ۵۰ نفر,sta.co.ir,None
مانیس در , Manis Door,۰,واردات و صادرات,۲ - ۱۰ نفر,manisdoor.com/,None
ابر ای تی کمپانی , Abarit Company,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,abarit.net,None
اسپیس سازان , Space Sazan,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.spacesazan.com,None
موسسه حقوقی عدالت نشانان دادخواه , Edalat Neshanan Dadkhaah,۰,وکالت و حقوقی,۲ - ۱۰ نفر,None,None
دانش پرداز مبین , Danesh Pardaz Mobin,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
رسانه ساز دانش , Rasaneh Saz Danesh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.rasanehsaz.ir,None
آژانس املاک امیرکبیر , Amirkabir Realestate,۰,املاک و مستغلات,۲ - ۱۰ نفر,amirkabiragency.ir,None
آینارگروپ , Aynar Group,۰,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,aynargroup.com/,None
سازه کاران سبز , Saze Karan Sabz,۰,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
شیوا پردازه , Shiva Pardazeh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.shivacorp.com,None
رستوران زرین , Zarin Restaurant,۰,غذا و رستوران‌ها,۱۱ تا ۵۰ نفر,zarinyazd.com,None
فروشگاه فرهنگی تیتاس , TITTAS,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,tittas.org,None
کارنو اندیشان ماد  , Karno Andishan Maad,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۵۱ تا ۲۰۰ نفر,None,None
دانش گستر افشار , Danesh Gostar Afshar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
افق داده پردازی پارس مهر , PARS IT Security,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
طراحی سایت همیاران , Hamyaran,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,hamyaran.net,None
املاک جنت آباد , Janaat Abad,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
داده پردازان , Dade Pardazan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
فناوری نوین قرن , ETCCO,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,etcco.ir,None
اولدوز پارت , Oldoz Part,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,ne-europe.com,None
مبنا پلاس , Mabna Plus,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.mabnaplus.com/,None
آرتا ویژن آوا , Atra Vision Ava,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,infravision.ir,None
پرانوین , Paranovin,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
یادتیوب , Yadtube,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
سمعك شنوا , Samak Shenava,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
بیمه نوین کد نمایندگی 1016 , Novin Insurance,۰,بیمه,۲ - ۱۰ نفر,None,None
ارائه راهکارهای نوین تحت وب کنکاو , Cankav Group,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آرمان هوشمند , Arman Hoshmand,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
روژانو الکتریک , Rozhano Electric,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
آریا تجهیز کمپرسور , Ariyatc,۰,نفت و گاز,۲ - ۱۰ نفر,None,None
فردیس پرواز , Fardis Parvaz,۰,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,None,None
گروه پجشگی , Pejeshgi,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,pejeshgi.com,None
پردازش ارقام یسنا , Yasna CO,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.yasnasoft.com,None
اینبیت , InBeet,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
صنایع بازرگانی شهدائی , SBS,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
بپرسیم , Beporsim,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,beporsim.org,None
ایمن در , EmenDoor,۰,معماری و عمران,۲ - ۱۰ نفر,Emen-door.ir,None
انتشارات حامدیان , Hamedian Publishing,۰,رسانه و انتشارات,یک نفر (من),None,None
فناوید , Favnavid,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
شمیم یاس , Shamim Yas,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
پارسترونیک , Parstronic,۰,تولید و صنایع,۱۱ تا ۵۰ نفر,www.parstronic.ir/,None
تعالی جویان پارس , Taali Jooyan Pars,۰,استاندارد و کنترل‌کیفیت,۱۱ تا ۵۰ نفر,None,None
فناوری ارتباطات باران , ITs,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
آواتیار , Avatiar,۰,واردات و صادرات,۲ - ۱۰ نفر,None,None
دانویاد , Danoyad,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
فناوران نو آفتاب , Fanavaran No Aftab,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
راهبردسازان آمیتیس , Rahbordsazan Amitis,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
سبا , Saba,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
کلینیک زیبایی عظیمیه , Azimie Beauty House,۰,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
کلینیک چوب توکلی , Wood Cilinic Tavakoli,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,None,None
گروه خدمات تخصصی مدیریت آتیلا , Attila,۰,مالی و اعتباری,۱۱ تا ۵۰ نفر,None,None
نت یار , Net Yar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بازرگانی به بازار , Beh Trade,۰,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,Behtrade.com,None
لینووا , Linova,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آذرخش پارسه ,  Azarakhsh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,rmp24.ir,None
آکادمی آیریک , Airic Academy,۰,فرهنگی و ورزشی,۲ - ۱۰ نفر,airicacademy.ir,None
ولکان صنعت سپاهان , Volkan Sanat Sepahan,۰,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
پایا کوشش پارمیس , Paya Koshesh Parmis,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
پیشگامان فناوری اطلاعات کهکشان , ITP,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,itp.bz,None
داده کاوان پیشرو  , Data Mining Leaders,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.dmlcc.com,None
رابین شبکه و پشتیبانی لیو , LIEV Co,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
هیوا طرح عمران , Civil Dream Design,۰,معماری و عمران,۲ - ۱۰ نفر,None,None
حمدعلی کیش , Alhmmdali kish,۰,نفت و گاز,۲ - ۱۰ نفر,www.AlhMmdAli.com,None
الیزه پرفیوم , Elize Perfume,۰,کالای مصرفی و خوراکی,۲ - ۱۰ نفر,None,None
وندا , Vanda,۰,تولید و صنایع,۲ - ۱۰ نفر,None,None
سپید تک , Sepid Tech,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
موبی کار , Mobikar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,یک نفر (من),Mobikar.ir,None
موزیتک , Musitech,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آموزشگاه علمی آزاد دخترانه آرمان دانش , Arman Danesh,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
فیکشنیتی , Fictionity,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,fictionity.com,None
اکسپورود , Exporoad Exhibitions and Events,۰,معماری و عمران,۱۱ تا ۵۰ نفر,www.exporoad.com,None
سيستم های داده محور بينا , BDD Systems,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.bddsystems.com,None
كلينيك دندانپزشكي سبز , Sabz Dental Clinic,۰,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,www.sabzdentalclinic.com,None
مهراز , Mehraz,۰,معماری و عمران,۲ - ۱۰ نفر,www.mehrazdesign.ir,None
برتر دیجیتال , Bartar Digital,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,bartardigital.com,None
هارتلند , Heartland,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ایده پردازان , Ide Pardazan,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
اینفوگرام , Infogram,۰,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,infogram.ir,None
رایان پرتونگار , Rayan Parto Negar,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,rpn.one,None
پارس فراسو , Pars Faraso,۰,واردات و صادرات,۱۱ تا ۵۰ نفر,www.parsfaraso.ir/Employment1,None
كارخانه لوستر شباويز , Shabaviz Lighting Company,۰,تولید و صنایع,۲ - ۱۰ نفر,Shabavizlighting.com,None
